description,title,url,price,spider,image_urls,server,project,images,location,address,date
1 bedroom ground floor flat big bedroom nice reception and separate bathroom and kitchen,1 Bedroom Ground Floor Flat In Ilford,https://www.gumtree.com/p/property-to-rent/1-bedroom-ground-floor-flat-in-ilford-/1280476089,[995.0],easy,https://www.gumtree.com/p/property-to-rent/1-bedroom-ground-floor-flat-in-ilford-/1280476089,umair-ThinkPad-T420,properties,,,"Ilford, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 668695)]"
3 bedroom house   1 big reception   3 big rooms  Senate kitchen toilet and shower  Drive way  Please call us to book view 02081570710 07429148081,Ready To Move In 3 Bedroom House Rainham,https://www.gumtree.com/p/property-to-rent/ready-to-move-in-3-bedroom-house-rainham/1275963340,[1395.0],easy,https://www.gumtree.com/p/property-to-rent/ready-to-move-in-3-bedroom-house-rainham/1275963340,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 771507)]"
2 bedroom flat at Peckham  One big reception  Two big rooms  Nice and clean garden  Big toilet  Please call us to book view  02082570710 07429148981,Two Bedroom Flat In Peckham,https://www.gumtree.com/p/property-to-rent/two-bedroom-flat-in-peckham-/1276725292,[1300.0],easy,https://www.gumtree.com/p/property-to-rent/two-bedroom-flat-in-peckham-/1276725292,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 835751)]"
"Available: 13TH MARCH 2018!!!  Luxurious studio apartment in one of Canary Wharfs tallest residential towers, PAN PENINSULA. Offering you sleek white marble flooring throughout, living area and a very stylish, modern bathroom.  The studio also boasts a private balcony with stunning views across London. Further benefits include 24 hr concierge, gym, health spa, swimming pool, cinema and 50th floor cocktail bar. South Quay DLR station is just a stone throw away as well as local shops and a Tesco Express.  Pan Peninsula East Tower 19th Floor with Excellent Views White Colour Scheme 24 Hour Concierge Onsite Cinema Leisure Facilities Onsite Gym  Hunter & Bloomfield are proud to offer this spacious studio in Canary Wharf’s most sought after development, Pan Peninsula Apartments.  This apartment is offered furnished decorated to a very high standard which boasts a fully fitted kitchen with integrated appliances and large living area. Further benefits include 24 hour concierge service, onsite cinema, leisure facilities and an onsite gym.  Call Hunter & Bloomfield now to arrange a viewing on 0207 538 0707.","Stunning Large Studio Flat / Pan Peninsula, Canary Wharf / Onsite Gym / Available 13Th March 2018",https://www.gumtree.com/p/property-to-rent/stunning-large-studio-flat-pan-peninsula-canary-wharf-onsite-gym-available-13th-march-2018/1280294325,[340.0],easy,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/UyEAAOSwywRaO69g/$_86.JPG,umair-ThinkPad-T420,properties,,,"Isle of Dogs, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 904145)]"
"REF : 21-31  This gorgeous newly refurbished apartment is available from 16th of January !  It is located in a top location,one of the best neighborhoods in London , only 3 minute walk to Notting Hill Gate station !  The flat comes fully furnished :  - 1 furnished double room - Flat Screen TV - Power shower - Fully equipped Kitchen with dinning table and chairs - washer/dryer , iron , ironing board. - Free internet  Everything you need for everyday life .  All utility bills are included within the price and you will have Free internet !  Minimum stay : 1 month Aurelie is happy to show you the apartment at any time. Please call and arrange a viewing with her : 07763372710  ",**Newly Refurbished** 1 Bedroom Duplex Apartment In Notting Hill All Bills + Free Internet,https://www.gumtree.com/p/property-to-rent/-newly-refurbished-1-bedroom-duplex-apartment-in-notting-hill-all-bills-free-internet/1261508006,[595.0],easy,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/~~kAAOSwYc5aHtci/$_86.JPG,umair-ThinkPad-T420,properties,,,"Notting Hill, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 940455)]"
4 Bedroom house 2 en suite rooms and 2 rooms with access to bathroom. The house is situated in Wd18 and is on Whippendel Road. for more details please call 07429148981 02082570710,4 Bedroom House In Watford,https://www.gumtree.com/p/property-to-rent/4-bedroom-house-in-watford/1274974786,[1800.0],easy,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/MT8AAOSwZW5aBv-u/$_86.JPG,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 956408)]"
"We are looking for buy-to-let properties! Join the SHORT STAYS REVOLUTION!  We are looking for properties that owners would like to rent out using 50+ booking websites including the big ones.  We charge 15-20% and we take care of everything, including; keys, guests, cleaning etc.  Get in touch if you have property in Cardiff you would like to rent out!  We can DOUBLE your current rental yield and improve your property!  We are also looking for referral partners, you can earn 2-5% of all income generated by referring landlords!",We Are Looking For Buy-To-Let Properties! Join The Short Stays Revolution!,https://www.gumtree.com/p/property-wanted/we-are-looking-for-buy-to-let-properties-join-the-short-stays-revolution-/1273429072,,easy,https://i.ebayimg.com/00/s/MzUwWDQwMA==/z/8vAAAOSw63FZ-ZHP/$_86.JPG,umair-ThinkPad-T420,properties,,,"Pontcanna, Cardiff","[datetime.datetime(2017, 12, 28, 18, 18, 12, 29661)]"
"Wanted to rent long term 12 months minimum . Ideally 3 bed all locations in and around MK considered , deposit and references available must allow pets . Professional person , ideally with a garage . Rent to 1200 a month.",2 Or 3 Bed House Wanted To Rent .Professional Person Wanted To Rent In Or Around Milton Keynes,https://www.gumtree.com/p/property-wanted/2-or-3-bed-house-wanted-to-rent-.professional-person-wanted-to-rent-in-or-around-milton-keynes-/1280599378,,easy,https://www.gumtree.com/static/1/resources/assets/rwd/images/orphans/a37b37d99e7cef805f354d47.noimage_thumbnail.png,umair-ThinkPad-T420,properties,,,"Milton Keynes, Buckinghamshire","[datetime.datetime(2017, 12, 28, 18, 18, 12, 89476)]"
"A recently refurbished 3 bed detached house in a central location of Downhill, Sunderland.  The property has been fully renovated and redecorated throughout, including a new kitchen and bathroom. The property is in Kirkdale Square and is close to all local amenities. The refurbishment has just been completed and the property is as good as new!  The property benefits from a fitted kitchen with a separate dining area, lounge, fully fitted bathroom, central heating, double glazing, separate downstairs toilet and has three bedrooms. The property also has a driveway and off road parking.  The property is in a quiet residential road and benefits from both front and rear gardens.  The rent is £575 per month (£132.69 pcw) and I will consider housing benefit applications.  This is a private let and £150 admin fee will be charged. The property is in excellent condition and is available immediately.  You will be dealing directly with the landlord/ owner.  If you are interested or just want to find out more, then please feel free to contact Adam on 07710 810473 for an informal chat or e-mail the link and we can see if anything can be done.","Immaculate 3 Bed Detached House To Rent In Downhill, Sunderland",https://www.gumtree.com/p/property-to-rent/immaculate-3-bed-detached-house-to-rent-in-downhill-sunderland/1277115760,[575.0],easy,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/GMgAAOSwpvZaP8cl/$_86.JPG,umair-ThinkPad-T420,properties,,,"Sunderland, Tyne and Wear","[datetime.datetime(2017, 12, 28, 18, 18, 12, 342264)]"
fully furnished near to city center and local shops and buses all bills and virgin fast internet close to local shops and buses sitting room fitted kitchen rear garden with 6 seater bench parking on road no restrictions fully certified house private landlord .no extra fees same deposit req no dss or pets [no indoor smoking double bed,Double Room For Couple Near City Center,https://www.gumtree.com/p/property-to-share/double-room-for-couple-near-city-center/1280799065,[420.0],easy,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/4hsAAOSwCtJaRO6Z/$_86.JPG,umair-ThinkPad-T420,properties,,,"Coventry, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 12, 382772)]"
"Situated moments from the SU, City Centre and the many exclusive amenities within Salisbury Road, this beautifully finished six bedroomed house offers an expanse of living and entertaining space with a rear garden. KEY FEATURES - Double glazed - Central heating - Close to town - New Modern Tiled Bathroom - Large lounge and large kitchen with Dining Room - Available for Students RENT: £2380 PCM. £340 per person Available July 2018 Half Rent July and Full Rent August Call our Lettings Team on(opt 1) for more information or to book a viewing. Notice Any photographs and descriptions provided are for guidance only. Agent: Kingston Cardiff Agent Ref: KTON0_1139","7 Bedroom House In Senghenydd Road, Cathays, Cardiff, Cf24 4Ag",https://www.gumtree.com/p/property-to-rent/7-bedroom-house-in-senghenydd-road-cathays-cardiff-cf24-4ag/1272430967,[2380.0],easy,https://www.gumtree.com/static/1/resources/assets/rwd/images/orphans/a37b37d99e7cef805f354d47.noimage_thumbnail.png,umair-ThinkPad-T420,properties,,,"Cardiff City Centre, Cardiff","[datetime.datetime(2017, 12, 28, 18, 18, 12, 436597)]"
"Alex Crown Lettings Team are thrilled to present this magnificent three bedroom, three bathroom duplex apartment located on Lowndes Square, Knightsbridge SW1. The property is very well positioned as it is situated on this sought after garden square. This apartment is marvellously well presented and also includes numerous modern features. The three bed property comprises of three beautiful large double bedrooms, spacious lounge and dining space which is adjacent to the separate fully tiled kitchen, three modern fully tiled bathrooms and a cloakroom. Property also has two large windows situated on the first and second floor overlooking the superb garden views. Knightsbridge is one of the most sought after locations in all of London. Many shops, bars, restaurants and local amenities just moments away. Knightsbridge tube station (Zone 1 - Piccadilly Line) is just 3 minutes away along with many other transport links with easy access in and out of the city. Agent: Alex Crown Agent Ref: 15077_5239","3 Bedroom Flat In Lowndes Square, Belgravia, Knightsbridge",https://www.gumtree.com/p/property-to-rent/3-bedroom-flat-in-lowndes-square-belgravia-knightsbridge/1277421588,[1750.0],easy,https://i.ebayimg.com/00/s/Njc3WDEwMjQ=/z/DGsAAOSwR6RaHThA/$_86.JPG,umair-ThinkPad-T420,properties,,,"Westminster, London","[datetime.datetime(2017, 12, 28, 18, 18, 12, 456111)]"
"- No Agent Fees - Property Reference Number: 321877 This spectacular modern 20th floor studio apartment is situated in the luxury Ontario Tower development. Located in the Docklands it boasts fantastic views of the river and O2 Arena. This furnished apartment comprises a spacious reception area, floor to ceiling windows with full air conditioning and underfloor heating, fully integrated state of the art kitchen and a well equipped bathroom suite. Residents of this development benefit from on site leisure facilities which include swimming pool, gymnasium, health spa and 24 hour concierge. Situated close to Canary Wharf where you can enjoy an excellent variety of shops, bars and dockside attractions. Transport links include a short walk to Blackwall (DLR) station as well as plenty of buses nearby. Motorists have easy access to the A12, A13 and Blackwall Tunnel. Summary & Exclusions: - Rent Amount: £1,300.00 per month (£300.00 per week) - Deposit / Bond: £1,800.00 - 1 Bedrooms - 1 Bathrooms - Property comes furnished - Available to move in from 10 January, 2018 - Minimum tenancy term is 6 months - Maximum number of tenants is 2 - No DSS / Housing Benefit Applicants - Students welcome to enquire - No Pets, sorry - No Smokers - Not Suitable for Families / Children - Bills not included - No Parking Available - No Garden Access - EPC Rating: C If calling, please quote reference: 321877 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321877 Agent: OpenRent Agent Ref: Reference_Number_321877","Studio Flat In Fairmont Avenue, London, E14",https://www.gumtree.com/p/property-to-rent/studio-flat-in-fairmont-avenue-london-e14/1280207318,[1300.0],easy,https://i.ebayimg.com/00/s/MzAwWDYwMA==/z/NYkAAOSwOA1aOn1c/$_86.JPG,umair-ThinkPad-T420,properties,,,"Poplar, London","[datetime.datetime(2017, 12, 28, 18, 18, 12, 477649)]"
"2 bed house conversion in Lower Clapton. Basement and ground floor with sole use of large garden and own front door. Very large master bedroom and double second room. Close to all amenities inc schools, doctors, hospital, shops. Good transportation links to Liverpool street, Angel and Holloway. Looking for a 3 or 4 open to most areas in and around London. Would like some outside space as have a dog. The property is Newlon housing and has assured tenancy.",2 Bed House Conversion With Garden,https://www.gumtree.com/p/home-swap/2-bed-house-conversion-with-garden/1280799090,,easy,https://i.ebayimg.com/00/s/MTAyNFg4MzA=/z/ZHkAAOSwJ-5aRO7o/$_86.JPG,umair-ThinkPad-T420,properties,,,"Hackney, London","[datetime.datetime(2017, 12, 28, 18, 18, 12, 528080)]"
"- No Agent Fees - Property Reference Number: 321874 3 Bed Terraced House, Middle Way, HA3 This recently refurbished immaculate three bedroom terrace property comes in good condition throughout and benefits from gas central heating and double glazed windows. - Three bedrooms - Two receptions - Kitchen - Family bathroom - Driveway - Garden - Gas central heating - Double glazing - Close to local shops and amenities - 8 minutes walk to Harrow Wealdstone station - Available early January 2018 - Council Tax Band C - Rent £1650 per month (£380.77 per week) - Property comes unfurnished - Minimum tenancy is 12 Months More details available upon enquiry. Summary & Exclusions: - No DSS / Housing Benefit Applicants - No Students - No Pets, sorry - No Smokers - Bills not included Summary & Exclusions: - Rent Amount: £1,650.00 per month (£380.77 per week) - Deposit / Bond: £2,285.00 - 3 Bedrooms - 1 Bathrooms - Property comes unfurnished - Available to move in from 13 January, 2018 - Minimum tenancy term is 12 months - Maximum number of tenants is 4 - No DSS / Housing Benefit Applicants - No Students - No Pets, sorry - No Smokers - Family Friendly - Bills not included - Property has parking - Property has garden access - EPC Rating: D If calling, please quote reference: 321874 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321874 Agent: OpenRent Agent Ref: Reference_Number_321874","3 Bedroom House In The Middle Way, Harrow, Ha3 (3 Bed)",https://www.gumtree.com/p/property-to-rent/3-bedroom-house-in-the-middle-way-harrow-ha3-3-bed-/1280189074,[1650.0],easy,https://i.ebayimg.com/00/s/NDM3WDY1NQ==/z/oaAAAOSw3RZaO7e-/$_86.JPG,umair-ThinkPad-T420,properties,,,"Harrow, London","[datetime.datetime(2017, 12, 28, 18, 18, 12, 547805)]"
"** AVAILABLE NOW **  COUPLES ARE WELCOMED  THE LOCATION:  - 3 mins from nearest station Homerton Station  PROFFESIONALS AND STUDENTS ARE LIVING THERE !! 18-34yrs  - fully furnished kitchen -LIVING ROOM - one month deposit   FREE WIFI;FREE CLEANING SERVICE;MAINTENANCE TEAM  WE HAVE LOTS OF ROOMS IN DIFFERENT AREAS !   mobile: 07 460 286 859  Elena (bulgarian,russian,french language)  ",Double Room ** East Finchley **,https://www.gumtree.com/p/property-to-share/double-room-east-finchley-/1280799104,[140.0],easy,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/PS8AAOSwK~RaRO7Q/$_86.JPG,umair-ThinkPad-T420,properties,,,"East Finchley, London","[datetime.datetime(2017, 12, 28, 18, 18, 12, 804562)]"
